CycID,BH.Q,PER,F_ZT0,F_ZT0.1,F_ZT0.2,F_ZT4,F_ZT4.1,F_ZT4.2,F_ZT8,F_ZT8.1,F_ZT8.2,F_ZT12,F_ZT12.1,F_ZT12.2,F_ZT16,F_ZT16.1,F_ZT16.2,F_ZT20,F_ZT20.1,F_ZT20.2,gene_product,transcript_product,data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP006606-RA,0.00946299,24,206,241,265,151,190,278,185,241,242,315,325,2652,411,532,468,363,436,487,unspecified product ,unspecified product ,GO:0003676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP009662-RA,0.002571701,24,58,43,52,90,155,106,103.222,190,197,212,225.105,4728.88,135,182,235.671,126,140,68.0382,unspecified product ,unspecified product ,GO:0003676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP004331-RA,0.00946299,24,71,87,98,32,54,81.0337,41,69,52,12,12,123,23,31,48,28,50,28,glass ,glass ,GO:0003676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP005978-RB,0.002571701,20,400.338,278.553,341.564,171.48,194.005,292.828,149.842,206.663,255.847,141.278,168.275,358.396,241.095,289.773,312.463,329.303,336.566,319.065,zinc finger and SCAN domain containing 2 ,zinc finger and SCAN domain containing 2 ,GO:0003676, GO:0003676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP006090-RA,0.001269188,20,288,181,273,120,159,155,97,135,183,179,183,2,236,255,289,228,196,218,nucleolar protein 15 ,nucleolar protein 15 ,GO:0003676, GO:0003723, GO:0003676, GO:0003723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP005117-RA,0.002571701,20,173,101,123,184,169,161,78,133,116,114,75,19,92,105,117,173,206,174,polyadenylate-binding protein 2 ,polyadenylate-binding protein 2 ,GO:0003676, GO:0003723, GO:0003676, GO:0003723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP001419-RB,8.73E-04,24,79.2173,70.8857,102.638,18.104,51.5513,46.8859,34.9924,50.7414,69.65,72.0426,56.9197,241.793,78.6154,87.0421,181.942,98.336,151.055,106.973,unspecified product ,unspecified product ,GO:0003676, GO:0003723, GO:0003676, GO:0003723, GO:0003676, GO:0003723, GO:0003676, GO:0003723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP012408-RA,0.003701424,24,221,139,187,128,129,180,84,128,144,70,79,57,138,146,143,141,153,169,tRNA (uracil-5-)-methyltransferase ,tRNA (uracil-5-)-methyltransferase ,GO:0003676, GO:0034470, GO:0008173, GO:0006396, GO:0003676, GO:0008168, GO:0008173, GO:0016740, GO:0001510, GO:0006396, GO:0032259,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP005105-RA,0.012864973,24,93,65,99,38,53,70,49,96,77,67,52,0,90,104,102,159,259,202,unspecified product ,unspecified product ,GO:0003677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP008288-RB,6.03E-04,24,1280.01,1998.26,2728.34,359.418,640.414,889.349,412.551,131.57,965.207,1198.06,1646.65,4090.63,3438.62,4933.61,4648.42,3431.57,4292.45,3878.47,timeless ,timeless ,GO:0003677, GO:0000076, GO:0006281, GO:0009649, GO:0043111, GO:0048478, GO:0000228, GO:0005634, GO:0031298, GO:0048511, GO:0005634, GO:0048511, GO:0005634,,,,,,,,,,,,,,,,,,,,,,,,
AGAP008288-RA,0.001269188,24,2187.63,1153.61,1291.66,916.582,765.4,943.651,344.449,1134.43,201.093,1840.94,1566.35,1388.17,2387.38,2897.05,3304.58,2390.43,3602.55,2503.45,timeless ,timeless ,GO:0003677, GO:0000076, GO:0006281, GO:0009649, GO:0043111, GO:0048478, GO:0000228, GO:0005634, GO:0031298, GO:0048511, GO:0005634, GO:0048511, GO:0005634,,,,,,,,,,,,,,,,,,,,,,,,
AGAP005244-RA,0.00946299,24,261.794,330.452,293.836,123.331,160.428,233.077,110.481,294.875,185.548,149.43,148.679,232.893,441.724,471.437,577.288,301.027,548.785,454.831,unspecified product ,unspecified product ,GO:0003677, GO:0005515, GO:0003677, GO:0003677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP005099-RA,0.002571701,24,255,256.12,248,168,139.359,235.046,189,331,265,373,240,179,316,366.216,386.323,303,310,247,unspecified product ,unspecified product ,GO:0003677, GO:0005634, GO:0000981, GO:0006355, GO:0003677, GO:0003677, GO:0043565, GO:0006355, GO:0007275, GO:0005634,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP003213-RA,0.012864973,24,109,116,156,67,86,108,74,158,120,128,85,372,146,185,170,197,165,129,nijmegen breakage syndrome protein 1 ,nijmegen breakage syndrome protein 1 ,GO:0003678, GO:0003684, GO:0000724, GO:0007095, GO:0016233, GO:0032508, GO:0042770, GO:0030870, GO:0007095, GO:0030870, GO:0006302, GO:0005515, GO:0006302, GO:0007095, GO:0030870,,,,,,,,,,,,,,,,,,,,,,
AGAP007063-RA,4.11E-04,24,60,71,62,23,34,36,19,24,14,4,5,0,7,15,4,13,17,20,Origin recognition complex subunit 4 [Source:UniProtKB/TrEMBL;Acc:Q7QIT4] ,Origin recognition complex subunit 4 [Source:UniProtKB/TrEMBL;Acc:Q7QIT4] ,GO:0003688, GO:0005664, GO:0006270, GO:0003688, GO:0006270, GO:0005664, GO:0005634, GO:0000808, GO:0006260, GO:0003677, GO:0003677, GO:0006260, GO:0000808, GO:0005634, GO:0003677, GO:0006260, GO:0005634,,,,,,,,,,,,,,,,,,,,
AGAP028034-RA,0.007036104,24,701.813,454.395,1012.52,655.344,907.985,1464.29,750.456,967.08,1030.79,558.527,606.319,338.39,454.271,544.744,730.927,522.158,682.343,669.836,unspecified product ,unspecified product ,GO:0003690, GO:0031492, GO:0006355, GO:0016584, GO:0030261, GO:0031936, GO:0045910, GO:0005634, GO:0005634, GO:0003677, GO:0006334, GO:0000786, GO:0003677, GO:0003677, GO:0006334, GO:0000786, GO:0005634, GO:0005634, GO:0005694,,,,,,,,,,,,,,,,,,
AGAP012174-RA,1.24E-04,24,222,201,258,121,138,156,63,156,136,117,86,104,166,150,191,211,197,207,unspecified product ,unspecified product ,GO:0003690, GO:0046403, GO:0046404, GO:0050145, GO:0006281, GO:0046939, GO:0098504, GO:0006281, GO:0046404, GO:0046403, GO:0005515, GO:0046403, GO:0046404, GO:0006281, GO:0016310, GO:0098504, GO:0098506, GO:0046940,,,,,,,,,,,,,,,,,,,
AGAP004029-RA,0.002571701,24,90,55,144,41,72,74,34,30,58,12,32,23,65,70,71,71,76,77,DNA excision repair protein ERCC-1 ,DNA excision repair protein ERCC-1 ,GO:0003697, GO:0003684, GO:0006312, GO:0070914, GO:0006296, GO:0070522, GO:0000110, GO:0000710, GO:0003684, GO:0003697, GO:0000710, GO:0006296, GO:0006312, GO:0070914, GO:0000110, GO:0070522, GO:0003684, GO:0004518, GO:0005634, GO:0006281, GO:0003684, GO:0004519, GO:0006281, GO:0005634,,,,,,,,,,,,,
AGAP002477-RA,0.001855286,24,154,71,139,81,67,85,23,40,61,30,36,3,62,62,41,98,87,96,"single-stranded DNA-binding protein, mitochondrial ","single-stranded DNA-binding protein, mitochondrial ",GO:0003697, GO:0006264, GO:0051096, GO:0005739, GO:0009295, GO:0042645, GO:0006260, GO:0003697, GO:0003677, GO:0003697, GO:0006260,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP005300-RC,0.012864973,24,443.097,467.803,470.966,271.591,329.461,387.992,218.844,541.297,471.737,508.689,307.714,1368.59,708.497,744.201,842.497,477.865,536.562,453.892,unspecified product ,unspecified product ,GO:0003700, GO:0003677, GO:0110165, GO:0006355, GO:0003700, GO:0006355, GO:0003677, GO:0003700, GO:0006355, GO:0003677, GO:0003700, GO:0006355, GO:0003677,,,,,,,,,,,,,,,,,,,,,,,,
AGAP013178-RA,0.00946299,24,433.824,581.802,431.931,380.953,507.235,466.852,478.121,898.284,772.273,636.046,487.001,5183.73,481.521,555.739,625.145,437.099,419.235,377.056,unspecified product ,unspecified product ,GO:0003700, GO:0006355, GO:0000987, GO:0005634, GO:0003700, GO:0006355, GO:0043565, GO:0003677, GO:0003700, GO:0043565, GO:0006355, GO:0005634,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP007065-RB,0.003701424,24,407.219,313.383,347.114,165.285,293.797,289.405,272.716,464.422,336.894,523.45,439.694,1451,472.333,587.446,772.03,369.671,474.495,301.686,transcription factor CP2 and related proteins ,transcription factor CP2 and related proteins ,GO:0003700, GO:0043565, GO:0006357, GO:0005634, GO:0003700, GO:0006357, GO:0003700, GO:0006357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP005400-RB,0.039930755,20,286.834,279.54,416.727,308.009,314.935,363.687,257.903,381.656,661.415,696.267,588.959,350.208,403.29,357.292,578.758,323.235,290.309,336.942,four and a half LIM domains ,four and a half LIM domains ,GO:0003712, GO:0005634, GO:0030018, GO:0030018, GO:0003712, GO:0005634, GO:0046872, GO:0046872, GO:0046872, GO:0046872,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP003358-RA,0.003701424,24,9,8,9,20,26,24,20,48,67,157,73,1,109,45,39,62,11,35,Sugar transporter SWEET [Source:UniProtKB/TrEMBL;Acc:A0NDW1] ,Sugar transporter SWEET [Source:UniProtKB/TrEMBL;Acc:A0NDW1] ,GO:0003712, GO:0006357, GO:0016592, GO:0016021, GO:0008643, GO:0008643, GO:0016020, GO:0016021, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP007636-RA,0.003701424,24,518.092,466.929,513.194,623.792,443.97,394.431,261.379,591.601,611.8,3281.26,2380.02,1499.75,4328.8,4007.55,4333.56,1897.15,1984.31,1596.32,phosphatidate phosphatase LPIN ,phosphatidate phosphatase LPIN ,GO:0003713, GO:0008195, GO:0009062, GO:0019432, GO:0032869, GO:0045944, GO:0005634, GO:0008195, GO:0016311, GO:0008195,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP009142-RA,0.00946299,24,444,524,568,359,562,580,402,678,701,500,409,1723,290,506,526,348,473,342,unspecified product ,unspecified product ,GO:0003723, GO:0000381, GO:0045292, GO:0005634, GO:0016607, GO:0003676, GO:0003723, GO:0003676, GO:0003723,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP004765-RA,0.022880709,20,216,174,291,143,198,274,85,189,190,135,159,40,226,215,227,255,321,223,ATP-dependent RNA helicase DDX1 ,ATP-dependent RNA helicase DDX1 ,GO:0003723, GO:0003724, GO:0003724, GO:0005524, GO:0016887, GO:0043229, GO:0004527, GO:0003676, GO:0005515, GO:0003676, GO:0005524,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP011149-RA,0.002571701,20,703,695,835,501,504,579,313,670,583,659,459,94,748,765,872,662,663,696,pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15/PRP43 ,pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15/PRP43 ,GO:0003723, GO:0005681, GO:0003724, GO:0022414, GO:0016887, GO:0008380, GO:0005524, GO:0004386, GO:0000166, GO:0004386, GO:0005524, GO:0016787,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP005345-RA,0.001855286,20,108,129,162,67,83,136,21,55,45,0,5,120,55,135,127,88,275,197,unspecified product ,unspecified product ,GO:0003723, GO:0005844, GO:0003729, GO:0005634, GO:0003676, GO:0006396, GO:0003723, GO:0005634, GO:1990904,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP007705-RA,0.012864973,20,161,114,171,128,167,209,111,127,178,113,132,12,80,111,140,150,171,179,tRNA acetyltransferase TAN1 ,tRNA acetyltransferase TAN1 ,GO:0003723, GO:0006400, GO:0003723, GO:0006400, GO:0003723, GO:0006400, GO:0003723, GO:0003723, GO:0006400,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP003663-RA,0.002571701,24,7370.9,6861.73,7298.74,4972.48,4218.29,5517.74,3890.85,7420.47,6907.77,7528.54,6610.67,771.21,8670.12,10496,10001.7,8800.74,7381.57,7604.35,ATP-dependent RNA helicase DBP2 ,ATP-dependent RNA helicase DBP2 ,GO:0003723, GO:0016246, GO:0003724, GO:1990904, GO:0005634, GO:0003723, GO:0003724, GO:0003724, GO:0005524, GO:0003676, GO:0016887, GO:0043229, GO:0000166, GO:0003676, GO:0004386, GO:0005524, GO:0005524, GO:0016787, GO:0003724, GO:0005524, GO:0016887, GO:0003676, GO:0000166, GO:0003676, GO:0004386, GO:0005524, GO:0005524, GO:0016787,,,,,,,,,
AGAP005029-RB,1.87E-04,24,2150,1828,2047,1709,1829.35,2575,1551,2261,1957,1461,997,861,1030,1280,1471,1581,1612,1507,serine-threonine kinase receptor-associated protein ,serine-threonine kinase receptor-associated protein ,GO:0003723, GO:0032797, GO:0000387, GO:0003723, GO:0032797, GO:0000387, GO:0005515, GO:0005515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP010872-RB,0.039930755,20,74.9815,57.1521,132.161,89.6122,60.8123,81.3604,36.6184,47.2614,71.0682,25.4907,22.5276,2886.37,68.9005,55.2745,54.8219,73.6788,86.9326,40.1386,ATP-dependent RNA helicase DDX35 ,ATP-dependent RNA helicase DDX35 ,GO:0003723, GO:0071013, GO:0022414, GO:0003724, GO:0005524, GO:0016787, GO:0004386, GO:0000166, GO:0004386, GO:0005524, GO:0016787,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP029448-RA,0.012864973,24,1722,1470,1480,1093,1166,1493,1043,1534,1530,2449,2415,197,2527,3439,3421,1616,2640,1710,unspecified product ,unspecified product ,GO:0003723, GO:1990904, GO:0003676, GO:0003676, GO:0003723, GO:0003723, GO:1990904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP010670-RA,0.039930755,20,418,339,373,234,309,346,164,386,248,377,306,6,379,425,462,429,406,343,unspecified product ,unspecified product ,GO:0003724, GO:0005524, GO:0003676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP029602-RA,0.022880709,24,34145,32436,35392,26256,24566,36041,22682,32970,34574,23314,16155,15545,23211,30447,31055,29385,31248,29363,unspecified product ,unspecified product ,GO:0003727, GO:0005737, GO:2000767, GO:0045182, GO:0003729, GO:0003727, GO:0003729, GO:0045182, GO:2000767, GO:0005737, GO:0008270, GO:0003676, GO:0003676, GO:0008270,,,,,,,,,,,,,,,,,,,,,,,
AGAP029616-RA,0.039930755,24,1558,1685,1691,1125,1370,1768,977,1718,1837,1767,1844,12554,1995,2630,2952,1854,2475,1779,unspecified product ,unspecified product ,GO:0003729, GO:0003676, GO:0006397, GO:0005634, GO:0003723, GO:0003676, GO:0003723, GO:0003723, GO:0006397, GO:0005634,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP001438-RA,0.005153499,24,295.398,470.12,442.161,305.988,393.899,398.957,325.926,620.489,535.8,651.91,443.673,321.539,633.589,563.453,754.257,482.655,472.444,399.217,unspecified product ,unspecified product ,GO:0003729, GO:0005634, GO:0006406, GO:0003729, GO:0005634, GO:0006406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP004322-RA,0.012864973,24,324.019,341.057,468.083,220.845,266.882,422.096,172.522,266.108,242.226,284.14,190.95,4.09038,384.763,367.866,397.179,352.363,367.253,421.732,pumilio homology domain family member 6 ,pumilio homology domain family member 6 ,GO:0003729, GO:0005730, GO:0006417, GO:0003729, GO:0006417, GO:0005730, GO:0003723, GO:0003723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP005641-RA,0.00946299,24,576,596,521,1024,915,1069,692,1147,904,827,575,96,490,554,670,608,491,423,unspecified product ,unspecified product ,GO:0003730, GO:0043488, GO:0005737, GO:0003730, GO:0043488, GO:0005737, GO:0003676, GO:0003676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP004824-RA,0.00946299,20,139,133,124,143,132,162,118,153,149,88,62,218,110,122,130,135,160,128,translation initiation factor 5B ,translation initiation factor 5B ,GO:0003743, GO:0003924, GO:0003743, GO:0005525, GO:0003924, GO:0005525, GO:0006413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP009496-RA,0.012864973,8,2536,2446,2188,1058,1169,1411,1476,3225,2372,1735,1477,23916,1787,2441,2956,1633,2346,2182,KH domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4H222] ,KH domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4H222] ,GO:0003743, GO:0008190, GO:0045727, GO:1901190, GO:0005737, GO:0034518, GO:0003723, GO:0045727, GO:0008190, GO:0003676, GO:0003676, GO:0003723, GO:0008190, GO:0045727, GO:0006413,,,,,,,,,,,,,,,,,,,,,,
AGAP011284-RA,0.022880709,24,3404.31,2408.16,3888.53,3113.36,3076.54,3844.04,2570.53,3845.03,3771.71,3062.91,3046.67,662.725,2644.73,2983.26,3420.72,3163.88,2751.66,2902.76,Eukaryotic translation initiation factor 5A [Source:UniProtKB/TrEMBL;Acc:Q7PSR5] ,Eukaryotic translation initiation factor 5A [Source:UniProtKB/TrEMBL;Acc:Q7PSR5] ,GO:0003746, GO:0045901, GO:0003746, GO:0045901, GO:0003746, GO:0045901, GO:0045905, GO:0043022, GO:0003723, GO:0003723, GO:0003746, GO:0003746, GO:0043022, GO:0043022, GO:0006412, GO:0006452, GO:0006452, GO:0045901, GO:0045901, GO:0045905, GO:0045905,,,,,,,,,,,,,,,,
AGAP000462-RA,0.022880709,20,6685.81,4927.45,7729.78,5060.18,5150.31,7317.51,3768.13,6197.48,6400.35,4862.18,4415.57,178.816,5131.65,5610.44,6057.04,5727.5,7398.08,5523.43,peptidyl-prolyl isomerase F (cyclophilin D) ,peptidyl-prolyl isomerase F (cyclophilin D) ,GO:0003755, GO:0016018, GO:0051082, GO:0042026, GO:0003755, GO:0006457, GO:0000413, GO:0003755, GO:0003755, GO:0016853, GO:0000413, GO:0006457, GO:0003755, GO:0006457, GO:0000413, GO:0003755, GO:0003755, GO:0016853, GO:0000413, GO:0006457,,,,,,,,,,,,,,,,,
AGAP001919-RA,0.039930755,24,778,580,1146,671,739,924,300,656,649,502,340,30,438,594,950,647,529,611,protein disulfide-isomerase A6 ,protein disulfide-isomerase A6 ,GO:0003756, GO:0005783, GO:0016853, GO:0045454, GO:0005623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP012407-RA,6.03E-04,24,5614,4891,6808,5296,5440,6866,4122,6738,5599,4199,2892,142,4199,4105,4962,5069,4794,4612,protein disulfide-isomerase A1 ,protein disulfide-isomerase A1 ,GO:0003756, GO:0006457, GO:0034976, GO:0005783, GO:0003756, GO:0005788, GO:0003756, GO:0003756, GO:0016853, GO:0016853, GO:0045454, GO:0005623,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP008035-RA,0.01700415,24,24,17,13,16,47,45,51,101,48,13,22,184,8,25,19,19,9,13,unspecified product ,unspecified product ,GO:0003777, GO:0008017, GO:0016887, GO:0007018, GO:0030705, GO:0005871, GO:0005874, GO:0008017, GO:0007018, GO:0005524, GO:0051649, GO:0003777, GO:0005515, GO:0000166, GO:0003774, GO:0003777, GO:0005524, GO:0005524, GO:0008017, GO:0007018, GO:0005874,,,,,,,,,,,,,,,,
AGAP003638-RA,0.022880709,24,107,166,149,72,115,139,129,303,307,231,181,2896,228,300,465,186,253,197,unspecified product ,unspecified product ,GO:0003779, GO:0003779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP003823-RA,0.030003949,24,549.575,686.036,537.371,1118.15,854.171,1365.59,545.804,1275.81,1003.35,1932.57,1334.39,314.362,2776.12,4182.47,4086.86,1653.33,2154.5,2401.99,influenza virus NS1A-binding protein ,influenza virus NS1A-binding protein ,GO:0003779, GO:0005515, GO:0003779, GO:0005515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP003823-RB,0.030003949,24,534.425,486.964,409.629,509.847,516.829,583.409,578.196,813.191,583.65,844.427,725.612,262.638,853.88,945.531,1080.14,945.666,860.495,584.01,influenza virus NS1A-binding protein ,influenza virus NS1A-binding protein ,GO:0003779, GO:0005515, GO:0003779, GO:0005515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP006479-RA,0.007036104,24,234,288,233,116,162,273,215,291,268,265,232,1328,341,461,710,278,361,332,myosin V ,myosin V ,GO:0003779, GO:0005737, GO:0003774, GO:0016459, GO:0005524, GO:0000166, GO:0003774, GO:0003774, GO:0003779, GO:0005524, GO:0005524, GO:0051015, GO:0016459, GO:0016459, GO:0005515,,,,,,,,,,,,,,,,,,,,,,
AGAP000562-RB,0.030003949,20,339.594,215.079,402.435,503.859,547.914,709.725,335.938,475.967,563.707,435.271,366.99,11451.7,341.083,407.693,480.979,361.793,304.057,282.973,unspecified product ,unspecified product ,GO:0003779, GO:0008092, GO:0005856, GO:0003779, GO:0008092, GO:0005856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP011119-RA,0.012864973,20,1020,592,1471,872,843,1517,640,913,962,657,516,90,688,690,674,907,880,962,unspecified product ,unspecified product ,GO:0003796, GO:0003796, GO:0042742, GO:0008152, GO:0003796, GO:0019835, GO:0003796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP004297-RA,4.11E-04,24,8674.36,5788.77,7593.65,3646.47,2767.33,4292.99,2232.96,3548.71,2471.4,1057.65,797.721,135,3657.16,4919.67,3929.45,6007.62,7912.61,7283.49,unspecified product ,unspecified product ,GO:0003824, GO:0003824, GO:0050662, GO:0003824, GO:0003824, GO:0050662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP004297-RB,0.003701424,20,631.642,673.226,668.352,489.535,365.67,710.009,172.037,223.292,198.601,81.3462,101.279,0,274.838,295.332,201.548,798.376,674.386,547.511,unspecified product ,unspecified product ,GO:0003824, GO:0003824, GO:0050662, GO:0003824, GO:0003824, GO:0050662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP011603-RA,0.022880709,20,1362.83,1398.7,974.404,837.434,762.069,1183.32,660.136,944.836,726.362,1111.71,778.249,375.697,1368.77,1802.41,1976.57,1198.81,1040.35,1059.32,Long-chain acyl-CoA synthetase [Source:UniProtKB/TrEMBL;Acc:A0A1S4H733] ,Long-chain acyl-CoA synthetase [Source:UniProtKB/TrEMBL;Acc:A0A1S4H733] ,GO:0003824, GO:0004467, GO:0006631, GO:0003824, GO:0004467, GO:0006631, GO:0003824, GO:0004467, GO:0006631,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP011603-RC,0.039930755,24,32.8873,8.73809,40.7607,31.8101,0,48.797,22.0755,158.869,244.934,288.134,211.416,323.74,41.0107,98.6896,179.88,20.1352,10.5363,109.864,Long-chain acyl-CoA synthetase [Source:UniProtKB/TrEMBL;Acc:A0A1S4H733] ,Long-chain acyl-CoA synthetase [Source:UniProtKB/TrEMBL;Acc:A0A1S4H733] ,GO:0003824, GO:0004467, GO:0006631, GO:0003824, GO:0004467, GO:0006631, GO:0003824, GO:0004467, GO:0006631,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP000321-RB,0.007036104,12,690.542,509,507.314,1102.01,798.653,1131.96,399,763.485,704.31,973,746,35,894,847,1179,573,633,537.448,unspecified product ,unspecified product ,GO:0003824, GO:0009116, GO:0003824, GO:0009116, GO:0009116, GO:0003824, GO:0003824, GO:0009116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP010885-RA,0.005153499,24,383,227,413,207,137,273,102,221,182,115,94,30,278,232,308,260,296,329,unspecified product ,unspecified product ,GO:0003824, GO:0010181, GO:0016491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP010229-RA,0.005153499,24,250,207,460,366,385,372,182,385,411,145,110,167,167,140,256,154,156,212,beta-ureidopropionase ,beta-ureidopropionase ,GO:0003837, GO:0016811, GO:0033396, GO:0003837, GO:0016811, GO:0019482, GO:0033396, GO:0006807, GO:0006807,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP009407-RA,0.01700415,24,136,117,162,63,70,106,77,139,143,130,75,148,127,151,208,138,179,132,1-acyl-sn-glycerol-3-phosphate acyltransferase alpha ,1-acyl-sn-glycerol-3-phosphate acyltransferase alpha ,GO:0003841, GO:0006654, GO:0005783, GO:0016746, GO:0016021, GO:0016746, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP004366-RA,0.01700415,24,6717,5418,8545,7108,6867,10796,5416,8506,8769,6592,3427,12599,5592,5699,7403,5260,4684,6358,1-pyrroline-5-carboxylate dehydrogenase [Source:UniProtKB/TrEMBL;Acc:Q7QA89] ,1-pyrroline-5-carboxylate dehydrogenase [Source:UniProtKB/TrEMBL;Acc:Q7QA89] ,GO:0003842, GO:0010133, GO:0005759, GO:0003842, GO:0006560, GO:0010133, GO:0005759, GO:0003842, GO:0010133, GO:0016620, GO:0016491, GO:0003842, GO:0003842, GO:0016491, GO:0016491, GO:0016620, GO:0006560, GO:0010133, GO:0010133, GO:0055114, GO:0055114,,,,,,,,,,,,,,,,
AGAP000577-RB,0.002571701,24,4526.62,3322.69,3829.42,2715.2,2894.97,3475.15,3301.77,5361.73,3632.1,5672.71,5364.46,151.262,5518.35,7136.8,6640.67,4651.52,4416.31,4847.84,AMP deaminase ,AMP deaminase ,GO:0003876, GO:0046033, GO:0006188, GO:0005829, GO:0003876, GO:0006188, GO:0046033, GO:0005829, GO:0046872, GO:0003876, GO:0032264, GO:0009168, GO:0019239, GO:0003876, GO:0003876, GO:0016787, GO:0019239, GO:0046872, GO:0009168, GO:0032264, GO:0032264, GO:0003876, GO:0046872, GO:0009168, GO:0019239, GO:0003876, GO:0003876, GO:0016787, GO:0019239, GO:0046872, GO:0009168, GO:0032264, GO:0032264, GO:0003876, GO:0046872, GO:0009168, 
AGAP005323-RB,0.00946299,20,122.221,92.1744,131.334,133.384,175.446,145.135,147.687,135.698,154.859,86.8896,138.349,0,57.278,94.9598,82.9453,132.601,137.166,121.005,D-aspartate oxidase ,D-aspartate oxidase ,GO:0003884, GO:0005737, GO:0019478, GO:0003884, GO:0005737, GO:0019478, GO:0046416, GO:0071949, GO:0003884, GO:0016491, GO:0003884, GO:0016491, GO:0071949, GO:0046416, GO:0055114, GO:0046416, GO:0071949, GO:0003884, GO:0016491, GO:0003884, GO:0016491, GO:0071949, GO:0046416, GO:0055114,,,,,,,,,,,,,
